review,sentiment,clean_review
"Sayang banget Twitter yg dlu wow. Hancur sejak jadi X. Akun dg ribuan Follower tiba2 ditangguhkan, pdhal gak diapaapain.",negatif,sayang banget twitter yg dlu wow hancur x akun dg ribu follower tangguh pdhal gak diapaapain
Aku kasih 4 bintang soalnya kenapa ada dark system dan fiturnya bagus tp kenapa video nya banyak dark system tolong video diperbaiki lagi,netral,kasih bintang dark system fiturnya bagus tp video nya dark system tolong video baik
Bagus banget bagi orang dewasa🔞,positif,bagus banget orang dewasa
BURUK BANGETTTTTT buat log in ga bisa mulu pdhl udah dj refresh berkali kali jelek bangetttttt sumpah nyesel bangettttt better twitwer yang dulu banget daripada sekarang burukkkkk bett,negatif,buruk bangetttttt log in ga mulu pdhl udah dj refresh kali kali jelek bangetttttt sumpah nyesel bangettttt better twitwer banget burukkkkk bett
"Jelek bgt X skrng, enakan twiter dlu, ini X dikit dikit close, load pdhl jaringan bagus, perbaiki dulu lh, sering mintak update tp masalah sendiri g kelar kelar",negatif,jelek bgt x skrng enak twiter dlu x dikit dikit close load pdhl jaring bagus baik lh mintak update tp g kelar kelar
Banyak konten dewasa sangat tidak recom,positif,konten dewasa recom
"Buka akun gua dong, jangan di tangguhkan🙏",negatif,buka akun gua tangguh
Tidak bisa buka akun X Twitter,positif,buka akun x twitter
gila.... nggk bisa log in makin gila aja semenjak update,negatif,gila nggk log in gila aja semenjak update
Sangat menyenangkan,positif,senang
Banyak bug nya,negatif,bug nya
bagus,positif,bagus
"punya akun ngebisnis lagi asik2 promosi dilock, namanya juga harus rajin promosi biar banyak pembeli malah ditangguhkan 😀 mau kaya sendiri kau X? Kaya tuh ngajak2",negatif,akun ngebisnis asik promosi dilock nama rajin promosi biar beli tangguh  kaya kau x kaya tuh ngajak
Aplikasi ny GK bisa di instal 3x donlond gagal Mulu,negatif,aplikasi ny gk instal x donlond gagal mulu
Update trrooos,positif,update trrooos
"Akun ga pernah di pake malah di tangguhkan, bodoh!!!",negatif,akun ga pake tangguh bodoh
Mantap,positif,mantap
Lumayanlah,netral,lumayan
Saya tidak bisa login ke x,negatif,login x
Tidak bisa login,netral,login
Nice good,positif,nice good
Sering log out sendiri,negatif,log out
Oke,positif,oke
Ya allahh padahal baru buat akun loh tp kok malah ga bisa tolong dong X. Crop perbaiki twitter nya karena suka akun baru yg aku buat tp malah ga bisa :(,positif,ya allahh akun loh tp ga tolong x crop baik twitter nya suka akun yg tp ga
"tolong diperbaiki, kenapa setiap sudah login keakun, tbtb suka ke logout. tolong di perbaiki lagi ya terima kasih",netral,tolong baik login akun tbtb suka logout tolong baik ya terima kasih
Bagus sekali...👍👍👍,positif,bagus sekali
I like it,positif,i like it
Apk ini sangat gacor,positif,apk gacor
Oke,netral,oke
Mantap,positif,mantap
Kenapa kok gak bisa login masuk ke akun,negatif,gak login masuk akun
Mantaf,positif,mantaf
Sangat bagus banget,positif,bagus banget
Mantap,positif,mantap
"Video gak bisa diputar terkadang hilang. Terjadi kesalahan teknis, postingan gak bisa di lihat.",negatif,video gak putar terkadang hilang salah teknis postingan gak lihat
"sebenarnya bagus, namun ada beberapa bug semenjak menjadi X yaitu, kadang homenya merefresh dengan sendirinya",positif,bagus bug semenjak x kadang homenya merefresh
Mantap,positif,mantap
Ok,positif,ok
keren sihh tapi suka lemott,positif,keren sihh suka lemott
Perasaan di update mlah jdi buruk,negatif,asa update mlah jdi buruk
"Sangat bagus dan mudah digunakan, sangat membantu dalam mendownload video",positif,bagus mudah bantu mendownload video
Bagussaass,positif,bagussaass
"Sering error.saat memutar vidio,atau web tidak di temukan,dan masih banyak lagi",negatif,errorsaat putar vidioatau web temukandan
Mantap,positif,mantap
Good job 👍,positif,good job 
makin ga jelas,negatif,ga
"lama lama apk x gak jelas ....akun gua di tangguhkan dari pihak x,dan gua udah minta ajukan banding tapi gak ada respon balik,jadi males kalo gini,mau ganti akun aja gak bisa",negatif,apk x gak akun gua tangguh xdan gua udah aju banding gak respon balikjadi males kalo ginimau ganti akun aja gak
Gabisa nonton video bro gajelas udh pencet tombol nya tetap ae ga liat malah kayak foto afk gajelas,negatif,gabisa nonton video bro gajelas udh pencet tombol nya ae ga liat kayak foto afk gajelas
Good,positif,good
Apk yg bebas ber-ekspresi disinilah tempatnya.,positif,apk yg bebas ekspres tempat
Gaje lama² sinyalnya ada giliran buka nih apk malah gabisa,negatif,gaje lama sinyal gilir buka nih apk gabisa
Good,positif,good
Aplikasi gak jelas,negatif,aplikasi gak
"abis byk update, kok MALAH JADI JELEK, LEMOT BETUL, HARUS BERAPA KALI KELUAR MASUK APLIKASI BARU BISA LANCAR HADEHHH, MOHON DIPERBAIKI LAH🙏💔😭",negatif,abis byk update jelek lot kali masuk aplikasi lancar hadehhh mohon baik lah
bgus,positif,bgus
Keren,positif,keren
Don't Block my account,positif,dont block my account
Ok,positif,ok
Aplikasi bagus,positif,aplikasi bagus
Nice,positif,nice
Klo apk nya bagus banget tpi tolong diperbaiki dong suka ngelag terus klo ngirim foto video agak lambat,positif,klo apk nya bagus banget tpi tolong baik suka ngelag klo ngirim foto video lambat
Ooh jadi ini aplikasi buat nonton bokep jaman sekarang wkwkkww🫣,positif,ooh aplikasi nonton bokep jaman wkwkkww
Good,positif,good
makin ga jelas,negatif,ga
Puas,positif,puas
Sudah sejak 2013 aku gunakan aplikasi ini. Bagus untuk mendapatkan informasi.,positif,aplikasi bagus informasi
Goood,positif,goood
Good aplikasi,positif,good aplikasi
Bagus tapi .....,netral,bagus
Sering eror sekarang,negatif,eror
Oke,positif,oke
Akun twitter ini gk bisa di gunakan knp ya ad yg tau gk,positif,akun twitter gk knp ya ad yg tau gk
"pihak dari X asal ngeban akun saya tanpa alasan yang jelas,padahal saya mengunakan aplikasi X sewajarnya tanpa melanggar peraturan yang dibuat oleh pihak X,saya sangat kecewa dengan sikap dari pihak X yang tutup telinga atas aju banding yang saya minta di situs resmi X.",negatif,x ngeban akun alas jelaspadahal mengunakan aplikasi x wajar langgar atur xsaya kecewa sikap x tutup telinga aju banding situs resmi x
"aduhh gimana sih susah bgt mau login nya,semenjak di ubah jadi X aku makin gak ngerti,bener"" susah bgt loh tolong dong di permudah untuk login nya",netral,aduhh gimana sih susah bgt login nyasemenjak ubah x gak ngertibener susah bgt loh tolong mudah login nya
Lumayan,netral,lumayan
Mantap we,positif,mantap we
Hoax,negatif,hoax
Ok,positif,ok
Lumayan,positif,lumayan
Tidak dapat memutar video Error,negatif,putar video error
Oke,negatif,oke
Why does the homepage keep refreshing itself?!?!?!,negatif,why does the homepage keep refreshing itself
Mmk gua lagi scroll tbtb keluar sendiri dari akun!,negatif,mmk gua scroll tbtb akun
Nice,positif,nice
mau pakai profile tidak bisa terus.. wifi bagus sinyal bagus... hadeh,negatif,pakai profile wifi bagus sinyal bagus hadeh
Aplikasi nya jelek setiap masuk pasti keluar dari akun dan udah di daftar beberapa kali tetep aja keluar tolong di menerin aplikasi nya dan setiap posting foto atau yg lain pasti ilang tolong di benerin fitur nya,negatif,aplikasi nya jelek masuk akun udah daftar kali tetep aja tolong terin aplikasi nya posting foto yg ilang tolong benerin fitur nya
mantap gue banget.,positif,mantap gue banget
Kenapa viewers nya dikit-dikit ya,negatif,viewers nya dikitdikit ya
Ok,positif,ok
Sudah pernah punya akun beberapa bulan lalu giliran mau login Tidak bisa pedahal email password no hp sudah benar....👎🏿👎🏿payah,negatif,akun gilir login pedahal email password no hp benar payah
Semoga sukses selalu yang bikin aplikasi ini,positif,moga sukses bikin aplikasi
Bagus,positif,bagus
"Sangat jelek. Makin kesini kebijakannya makin merugikan semua pihak, peraturan yg sangat aneh. Mending tiktok kemana-mana. Kalo kaya gini terus X bakal banyak di tinggal penggunanya di seluruh dunia.",negatif,jelek kesini bijak rugi atur yg aneh mending tiktok kemanamana kalo kaya gin x tinggal guna dunia
Mantap,positif,mantap
Aplikasinya sangat baik dan bagus,negatif,aplikasi bagus
Gajelas udah 5 kali di suruh verifikasi akun X itu pun ga jadi jadi ganti akun sama aja ;(,negatif,gajelas udah kali suruh verifikasi akun x ga ganti akun aja
18+ can't be reduced or removed? Please fix the search algorithm immediately,negatif,cant be reduced or removed please fix the search algorithm immediately
"Payah tidak bisa posting foto dan video, gagal terus",negatif,payah posting foto video gagal
lemot ga bisa di download lagii,negatif,lot ga download lagi
Sering logout gak jelas,negatif,logout gak
setelah di update makin lemot,negatif,update lot
Good,positif,good
Kenapa ini akun saya log out sendiri terus.lagi baca Twitte malah keluar.harus log in lagi,negatif,akun log out teruslagi baca twitte keluarharus log in
Mantap👍👍👍👍,positif,mantap
Apk busuk,negatif,apk busuk
Good,positif,good
"Untuk pihak X, mohon tambahkan fitur ""juga bisa mematikan kolom quote post atau kutipan postingan pengguna/tidak hanya mematikan kolom komen. Ukuran teks diperkecil lagi, tema X dari versi mobile juga diterapkan di versi aplikasi",positif,x mohon tambah fitur mati kolom quote post kutip postingan penggunatidak mati kolom komen ukur teks kecil tema x versi mobile terap versi aplikasi
"Benerin bug log out sama refresh sendiri woi, padahal dulu ga gini",negatif,benerin bug log out refresh woi ga gin
bagus,positif,bagus
Gk bisa login,negatif,gk login
Keren,positif,keren
Mantap bermanfaat,positif,mantap manfaat
pas mau ganti foto profil lemot banget fotonya gk kesimpen malah gk berubah terus pas lagi scroll suka lemot sendiri jaringan juga lancar gk ada masalah apa apa tiba tiba aja gitu lemot,positif,pas ganti foto profil lot banget foto gk kesimpen gk ubah pas scroll suka lot jaring lancar gk aja gitu lot
"apa apaan kg bisa login pke google, pas mau login mlh tulisannya""tidak dapat menyelesaikan permintaan "".klo ada bintang 0 , gw kasi rating 0",negatif,kg login pke google pas login mlh tulisannyatidak selesai minta klo bintang gw kasi rating
"aplikasi sampah, banyak bug kesalahan teknis jangan di download aplikasinya",negatif,aplikasi sampah bug salah teknis download aplikasi
Mau daftar aja susah,negatif,daftar aja susah
Bguss,netral,bguss
Bagus aplikasi nya,positif,bagus aplikasi nya
KANYE WEST TANTRUM IT'S THE BEST OF THIS APP🔥🔥🗣️🗣️✔️ (donlod ges),positif,kanye west tantrum its the best of this app donlod ges
menambah pertemanan dengan kawan di indonesia ato di luar indonesia,positif,tambah teman kawan indonesia ato indonesia
bagus banget,positif,bagus banget
"Makin ksni twitter makin kayak sampah,, mau login ga tau minta apa aja, minta jantung lah, minta ginjal lahhh... Sekali lagi Aplikasi sampah",negatif,ksni twitter kayak sampah login ga tau aja jantung ginjal lahhh aplikasi sampah
"Bikin panik ihh, masa baru scroll² sambil liat video kusink² imupf malah acc X ku tiba² ke kunci. (-1000 aura. Not cool Elon, not cool.😾🙄🙏🏻)",negatif,bikin panik ihh scroll liat video kusink imupf acc x ku tiba kunci aura not cool elon not cool
Akun di tangguhkan mulu.,negatif,akun tangguh mulu
"Tetep bintang 1, pindah pemegang jadi ampassss",positif,tetep bintang pindah pegang ampassss
"Gob**""",negatif,gob
kenapa ya tiap ganti ava tuh harus dua kali?? atau gak bisa sama sekali ganti.. harus ukuran brp sih foto nya????,negatif,ya ganti ava tuh kali gak ganti ukur brp sih foto nya
"Kenapa ini kok gak bisa masuk,tolong perbaiki,masa tiba-tiba keluar akun Twitter, masuk kembali gak bisa parah ini aplikasi",negatif,gak masuktolong perbaikimasa tibatiba akun twitter masuk gak parah aplikasi
ga jelas aplikasi,negatif,ga aplikasi
"keselll bgttt, lgi scroll"" mlh keluar sndri, mana sering bgt lgi",negatif,keselll bgttt lgi scroll mlh sndri bgt lgi
not bad for the app :),positif,not bad for the app
Uninstall,negatif,uninstall
"timeline suka refresh sendiri, kadang belum baca sampai habis malah refresh bikin emosi",negatif,timeline suka refresh kadang baca habis refresh bikin emosi
"Terlalu lama loadingnya, pdhl jaringan+sinyal+kuota ada",negatif,loadingnya pdhl jaringansinyalkuota
Masalah login,negatif,login
Aplikasinya sudah bagus. Cuma kadang ada masalah internet aja. Tapi aku yakin itu bukan dari app nya. Lumayan buat nyari inspirasi. Overall semuanya udah cukup untukku.,positif,aplikasi bagus kadang internet aja app nya lumayan nyari inspirasi overall udah untuk
Ok,positif,ok
"Hi, I have a complaint why my account is always locked by itself? even though i have never done anything that is anchorable in the apk, please help and fix it soon 🙏🏻",negatif,hi i have a complaint why my account is always locked by itself even though i have never done anything that is anchorable in the apk please help and fix it soon 
Sering ngelag hp setelah buka aplikasi X. Padahal gak buka apa2.,negatif,ngelag hp buka aplikasi x gak buka
kenapa ya twiterku ga ada vidio nya kayak porn gtu padahal dulu normal2 aja dah skrng kayak ga muncul trs vidionya,netral,ya twiterku ga vidio nya kayak porn gtu normal aja dah skrng kayak ga muncul trs vidionya
Aplikasi koclok,negatif,aplikasi koclok
Kok saya gak bisa mengistal,positif,gak istal
Kagaa bisa akun,negatif,kagaa akun
kok sering keluar sendiri ngtd masa login terus,negatif,ngtd login
Good,positif,good
Good,positif,good
"Ini twitter knp sihhhhhhhhh, sering bgt tiba tiba log out trs suruh verifikasi email, tapi pesan verifikasi nya tuh dateng 3 hari kemudiannn, ya gmn bisa diverifikasi nya ath kalau ky gitu mahhhhh( ｀д´)",negatif,twitter knp sihhhhhhhhh bgt log out trs suruh verifikasi email pesan verifikasi nya tuh dateng kemudiannn ya gmn verifikasi nya ath ky gitu mahhhhh 
"Jujur sepengalam saya pakai aplikasi ini agak kecewa dengan beberapa hal, saya telah menemukan konten yang saya cari😋, dan udah dapat ehh pas lagi mau nyimpan malah server atau apalah ngelag dan disuruh login ulang jujur saya kecewa padahal jika tidak karena beberapa hal itu kemungkinan besar saya kasih bintang 5 karena cukup lancar dan gak ada masalah bagi penyimpanan tapi masalahnya ada di login akun kenapa terus ngulang walaupun akun kembali lagi tapi tetap bikin kesel🗿",positif,jujur alam pakai aplikasi kecewa temu konten cari udah ehh pas nyimpan server apa ngelag suruh login ulang jujur kecewa kasih bintang lancar gak simpan login akun ngulang akun bikin kesel
Aplikasi nya banyak ngebug akun saya rawan di tangguh kan,negatif,aplikasi nya ngebug akun rawan tangguh
"Iklan video sangat mengganggu, sudah klik ""saya tidak suka iklan ini"" tapi terus saja muncul. Apalagi autoplay membuat kuota cepat habis. Belum termasuk iklan permainan judi online.",negatif,iklan video ganggu klik suka iklan muncul autoplay kuota cepat habis iklan main judi online
kecewa banget udh ga bisa login sering lag di tambah klo mau buat akun malah di arahin ke web,negatif,kecewa banget udh ga login lag klo akun arahin web
bad apk,negatif,bad apk
Sgt TDK bagus,negatif,sgt tdk bagus
Aplikasi sakit,negatif,aplikasi sakit
"Sangat bagus, dan cocok",positif,bagus cocok
Anjir banyak ambatukaaaam,positif,anjir ambatukaaaam
"LOGIN JARANG, SEKALINYA MAU LOGIN, TIBA TIBA AKUN SUDAH DI KUNCI ATAU DI TANGGUHKAN, PADAHAL CUMA NYARI BERITA DOANG, KOMEN AJA GK PERNAH",negatif,login jarang sekali login akun kunci tangguh nyari berita doang komen aja gk
Aplikasi sangat baik..,positif,aplikasi
Sangat bagus,positif,bagus
apk luar biasa,positif,apk
Nicee Apps 👍,positif,nicee apps 
sering log out sendiri 😐,negatif,log out 
Bagus,positif,bagus
"Apalah akun gw kok sering banget ke log out sendiri, terus belum lagi verifikasi nya sering banget eror, kalau bisa kasih 0 bintang udah gw kasih anjir",negatif,apa akun gw banget log out verifikasi nya banget eror kasih bintang udah gw kasih anjir
Makin ksni mkin kek eek,negatif,ksni mkin kek eek
apk yang sangat seru,positif,apk seru
Sangat sempurna dan bermanfaat,positif,sempurna manfaat
Ini kenapa ya kok banyak akun yang ditahan? Tolong pihak Twitter (X) di perbaiki lagi... Saya gak bisa akses kembali dan follow seseorang 🙏,positif,ya akun tahan tolong twitter x baik gak akses follow 
Mantab dah,positif,mantab dah
hard to open massage,negatif,hard to open massage
Suka logout sendiri,negatif,suka logout
Good,positif,good
Keren,positif,keren
Sejak jadi x gak bisa masuk akun twiternya,negatif,x gak masuk akun twiternya
