review,sentiment
Ka bisa d buka aplikasiny,1
Apl mantap,4
Di tangguhkan kaya kentut,1
Good,5
Mantaaap,5
Karena aku bisa tau tweetnya JKT48 hhehe👉👈,5
Keren,5
Aplikasi gak jelas mau daftar berkali-kali eror mulu kesalahan teknis terus,1
Sangat mantap,5
Bagus,5
Makin hari makin ngk aja,1
sering banget di tangguhkan padahal gak aneh aneh,1
Berkembang sesuai tuntutan jaman.,5
login yang susah,1
Sudah pakai aplikasi sejak lama tapi sejak ganti pemilik & berubah nama jadi X ini aplikasi semakin bobrok hancur.. mending uninstall aja dari pada pusing,1
Bagus aja si buat liat konten orang seru gitu ah,4
Aplikasi tolol. lag semua video foto,1
aplikasi bagus untuk melihat video geli,5
"Mending aplikasinya di hapus dari playstore, masa mau daftar ga bisa",1
"apaan si, gue masukkin tahun lahir 2000 malah otomatis 2025 jadinya akun gue terkunci apa maksudnya👊🏻",1
Mudah²n bisa Monet,5
Masuk nya ribet,1
Bagus,4
coba coba apk nya dulu,5
Sering banget liat ada di timeline misal ada yang comment like sama retweet tapi pas dibuka kosong semua,3
bagus,5
Mantao,5
Bagus,5
Mntap,5
Aplikasi ini semakin lama semakin kayak sampah,1
buka tanguhkan daily kreme gaa! maksa banget ini.,3
Lelet banget,5
Lumayan bagus,3
Aplikasi GK jelas,1
X apa sih sumpah sekarang jelek banget sebelum jadi x ga kaya gini bentar bentar stuck bentar bentar minta update buat ngefix stuck nya apa sih malah jadi gini banget,1
👍,5
karna saya sukaaa,5
"hufT....mngpah yeah, kalaw ak sdang asyiek membacaaaAa au, lagie scrollinggGg ituh ke restart lagie dari awaL, kan lelaH kalau udah baca banyak terus ke restart dari awaL nyah... jadinya scroll lagi sampe part yang dibaca soalnyah ga semfat di repost/markaH t_______t",3
Kebanyakan iklan gak jelas,1
ok,5
Payah. Kode verifikasi tidak dikirim melalui email. Kalo kayak gini gimana bisa buat akun. Payah. Makin kesini makin jelek ini aplikasi,1
ok aja si ni apk,5
Pemutaran video bug,1
Sangat membantu untuk menghilangkan pikiran yg lgi bete dn informasi dunia luar,5
Very bad apps,1
Ok,5
Nice,5
Kureng,1
"My account got suspended permanent with no reason? Wow by X i hate you, my account has fine since 2015, and now got suspended permanent",1
"Aplikasi tolol tiba"" Tiba tiba keluar sendiri terus ga bisa masuk lagi ke akun nya",1
Ok,5
👍👍,5
saya ga salah apa apa cuma baca au doang aja diban tiba tiba semua akun lagi jadi saya hapis berkali kali,3
Youuu nice,5
Loding mulu njir padahal wifi anteng anteng ajh... Benerin dong badmood banget nunggu loading terus,1
bagus,5
Jelekkk lemot padahal sinyal bagus,1
"Makan kecubung berapa banyak nih dev nya, masa aplikasi lama tapi bug makin banyak.",1
Aplikasi ketika buka dm suka keluar sendiri,1
Knp yah banyak video 18+ nya,1
Terima kasih banyak atas informasinya update versi terbaru nya....!!!!,5
"Sngt banyak bug nya, dan sering for close kalau membuka aplikasi, semakin parah sekarang...",1
Anehhh sekarahg tiba tiba postingan yang kita retweet dan sukai tiba² banget hikang padahal di akun aslinya masih ada benerih deh tuh apk sebelum ini bagus bagus aja,1
Tidak bisa di buka aplikasi nya,5
Ga jls anjir suka kluar sndri,1
kurang suka sama logo nya,3
Boleh lah.,5
Ok good,5
"buka dm tiba-tiba keluar sendiri, sering nge bug gajelas juga",1
ok,4
"makin kesini makin seenaknya suspen akun , padahal gua bikin akun buat up kpop , BALIKIN TWITTER YANG DULU",1
Mantap...,4
"Bagi yang bug atau lain-lain, mungkin aplikasi ini terlalu bagus untuk smartphone anda. Karena saya pengguna dari 2010, dan menurut saya sosmed ini adalah yang terbaik dan paling aman daripada sosmed yang lain. Jadi smartphone anda juga harus di update, Udah kentang masih dipakai aja",5
"Ini parah banget sih,videonya diam saja tidak mau memutar, padahal jaringan internet sudah bagus,aneh ini pribadiki segera",1
"Sering keluar sendiri,, banyak iklan ga jelas",1
Emang koplak ini aplikasi mau lagin aja susah banget tolo l bet dah,2
Nice,4
Kenapa X sekarang kok susah buat liat gambar,3
gara gara ganti no hp gk bisa masuk lagi ke akun sendiri padahal daftar nya pakai email🤬🤬,1
Lemottt,1
Nice,5
bc this app made me close with my idol,5
Mantap,5
bagus,5
"Akhir akhir ini sering ngelag suka keluar sendiri gatau knpa, semoga bisa lebih baik lagi yaa..",4
Mantaaaaaf,5
"Makin kesini makin jelek,udah sering kali logout sendiri mana lagi scrol scrol video lagi huffff...smoga cepet di perbaiki lagi deh",1
Good,5
Oke,5
sangat baik,5
"Loadingnya makin lemot, semacam hp jadul padahal hp ku pakek v27e. Twitter emg udh tusbol",1
"nyesel update, malah ga bisa kirim foto wkwk aneh",1
"kenapa sering tiba"" keluar ya",4
Masalah pemutaran video,1
Good,5
Makin hari makin jelek aja.,1
makin jelek sering bug,1
Menonton Film lokal,3
Kenpa akun ku di posit,5
Terlalu banyak iklan 💁👀👂,1
Keren,5
apk ribet,1
"Jika akun X milikku dapat diakses kembali, maka akan ku beri bintang lima.",1
"""Please ensure that this app does not display inappropriate content, such as pornography or material that violates policies, to maintain a safe and comfortable user experience."" This app displays many uncensored pornographic videos. Please filter and remove such content to ensure inappropriate material is not shown."" #aplikasi por*no?",1
"kok X saya nggak bisa dibuka pada saat pakai kuota sendiri ya? kalau pakai wifi itu lancar lancar aja, padahal kuota masih banyak dan buka aplikasi lain pun lancar. terus ini ada pemberitahuan bahwa program beta nya sudah penuh, itu maksudnya apa ya? tolong jawabannya!",3
Mudah-an memberikan yg lebih baik.,5
mantap,5
Sangat membantu dalam mengetahui berita internasional,5
Sangat bagus,5
Pertahankan originalitas pemberitaan nya.,5
Saya kasih ranting 3 dulu.kalo akun baruku ini sampe di batasi lagi sama x aku udah males pake x,2
"Oke,,,,,",5
Saat lagi scroll sering ke refresh sendiri,1
Sng bgt bisa ntn di sini,5
Top,5
Sukses bersama,5
good,5
Jelek nggak bisa di buka,1
Ok,5
kenapa saya tidak bisa melihat kembali postingan yang saya sukai?,1
Lumayan,1
"Tambah hari tambah gajelas ni aplikasi,, ga kenapa"" tiba"" logout pas mau login gabisa",1
Bikin akun ajah susah banget di bagian masukin nama🗿🗿,1
bagus sekali,4
Menambah wawasan tentang yang terjadi,5
apk nya bangett bangettt,1
"Jelek, jaringan bagus tapi loding loding, Bitang satu ajalah ,udah cukup itu gak usah banyak banyak bintang nya, nanti gak ternawa",1
Good,5
Salah satu aplikasi terbaik di Android,5
Sangat bagus untuk melihat impormasi dunia,5
ayooo ngapain download ini😏🗿,3
"fontnya jelek, gak bisa dari bawaan hp. oh iya guys, buat kalian yang mau nambahin nomor telepon pakai +44 (nomor england) sekarang pakai nomor indo udah gak bisa.",1
"Ini aplikasih kenapa sih Asik bilang koneksi anda bermasalah kata aplikasihnya, Sementara saya pakai WI-FI signal bagus Tembala d bilang tidak ada koneksi Tolong dong pihak Twitter ini aplikasih d perbaiki jangan sampai pengguna aplikasih ini beralih ke aplikasih yg lain... Tolong d perbaiki lagi aplikasih twitter ini. Terimakasih....🙏 Saya tunggu updatenya 🤔",3
Sangat bangus dan mengesankan ❤️❤️❤️❤️,5
"gabisa login, mau reset kata sandi dan username ga bisa",1
bagus,5
Di update malah lemot banget,3
Goodjob,4
good app for X,5
Sangat menarik,5
Sangat meyenakan,5
Tiba tiba akun ditangguhkan g tau kesalahan apa.... Sudah ajukan banding beberapa kali tidak ada respon... Kecewa sih,1
Terimakasih,5
Good job,5
Aplikasi Pinjol yang bisa dipercaya. Segera download,4
JANGAN INSTAL & PAKE APK INI MERUGIKAN!.,1
keseringan disruh upgrade,2
"Suka tiba"" muncul "" masukan kode"" padahal ud",2
information global there is accurate,4
"Pliss kalo mau edit profil dipermudah, apa apa eror ga jelas",1
Banyak pengalaman dan ilmu,5
App sosialita yg mudah banyak update infonya mantaplah,5
Oke,5
Video di timeline sering buffering padahal sinyal kencang,2
LaMa bnget loadingya,5
Keren banyak video kesukaan ku,5
kenapa selalu unistal sendiri apa lagi masa perbaikan,1
Baik,5
Mantap,5
Good,5
sering bug,1
knp sering bermasalah sih?,1
the best 👉🏻😻💋,5
Bagus,5
Keren sih,5
👌👍,5
"Patah saya mau bikin aku baru lagi gak bisa malah di suruh pilih gambar kecewa banget semua abdete twiter semakin gak jelas dan setiap saya nonton vidio selalu macet "" Tolong dong lebih di perbaiki lagi biar orang "" Nyaman dan suka bermain twiter, kenapa semenjak update jadi makin susah nonto vidio ya tolong dong di perbaiki lagi",1
"Bagus sekali, untuk melihat berita sedunia",5
Satu hati sampai mati,5
Nice,4
👏👏,5
Makin ksni makin jelek...udh lama ga d buka skli d buka tiba2 akun d kunci oleh pihak twitter...kan aneh...tiada kan sklian twitter drpda bikin ribet pengguna,1
aplikasi kolot,1
Ok,5
Nice,5
Segitu dulu,4
Aplikasi Oke mantap,5
makin ngk beres nih aplikasi akun gw hilang tolong dong tanggung jawabnya,1
Exited sekali,5
Bagus,5
Ok,4
Aplikasi knt masuk aja ribet,1
gmn caranya biar ga slalu ditangguhkan,5
apk silitt mau bukan segala stuck logo,2
Ok,5
good,5
Alhamdulilah.....,5
"lebih prefer twitter ketimbang X makin aneh pokoknya, experience nya menurun",3
Mantap,5
Good,5
Top markotop,5
Buat hiburan dewasa ini banyak tambah pengalaman,5
Bagus,5
"Perbaiki lagi, saat melihat profil gulir kebawah dan klik postingan lalu keluar dari postingan kenapa ketarik paling atas profil",2
"Wow.. Aplikasi jelek kerjanya cuma bisa Suspend akun , sangat tidak cocok buat kebaikan 👎",1
Hadeuh semakin buruk,1
Sering lemott dan lag,3
Sangat cocok,3
The app is full of scams,1
"Duit dah dipotong, selang 3 hari akun di tangguhkan ngerampok dengan gaya kyknya",1
Aplikasi gak jelas,1
"tolong dong pihak x di perbaiki lagi apk nya, x saya selalu logout dan itu sering bangett",1
Force logout terus kalo lagi buka DM,1
Bagus,5
Semakin lemot,2
Bagus,5
Oohhhhh,4
Oke,5
Keren,5
"Luarbiasa, mudah dan cepat.",4
Kalo masuk lagi masa ga bisa,3
bagus sekali 🔂,5
"Mudah mendapatkan info, mengibur",5
lemot,1
"suka si, cmn ya. verifikasinya loh?, aku uda chek email, tp g ad gt loh?, kode kan? iy ga ad. ad apsiii.",3
Sangat baik,5
Biometrik Al courrence is the best,5
"gajelas tiba"" akun ke logout, pas mau login kesalahan teknis",1
👍,5
Top,5
Bagus begitu aja 🤣,5
Baik,5
Good,3
mantap informasi,5
SETELAH UPDATE. SAYA TIDAK BISA POST VIDEO VIA APLIKASI. TAPI LEWAT CHROME/BROWSER BISA,1
Membuka cakrawala tentang semuanya,5
"apk ga jelas,gw maen x cuma scroll scroll aja malah di banned secara permanen",1
"kenapa setiap saya like postingan org lain,beberapa hari kedepan like saya hilang dipostinga itu",2
Makin kesini makin lemot. Kadang keluar sendiri...,2
Ok,5
Mamtep,5
Memuaskan,5
Top markotop 😍😍😍,5
"Bagus saya bisa menggunakan dg baik , tapi sayang akun ku sering ke suspend padahal cuma ingin buat cari uang , sensitif banget Twitter nie",5
There are a lot of unreasonable rules and everyone has to pay for everything!!!!!,1
Good,4
Good 👍,5
Mantap,5
Nice,5
Nice,5
Saya senang dengan X tlg jangan sering diblokir. T erganggu.,3
well,5
Itu saja dariku. Hanya saja semoga tidak jadi seburuk FB,4
Ok,5
Bagus sekali,5
4dl starnya klo ga lemot nanti ditmbh. Mantap berita2nya update baru trus.,5
Nice apk,5
No rekomended,1
Tiba tiba masuk shopee 🥱👎🏻,1
Banyak vidio permasalahan,1
Ganti apk X jdi ngk bisa buka semuanya akun pada ditahan jelek banget,1
Good,5
Good,5
"Sudah scrol kebawah tiba tiba balik ke atas,payah",1
Kocak nih aplikasi edit profil aja ga beres beres kalau masih belum bisa juga gua edit profil gua fix uninstall,1
VIDEO *BOKKEPP* MANTAP,3
Mantap,5
Sering kena band trs,1
Kenapa punya saya ditangguhkan... Aplikasi aneh....,5
"Aplikasi ini kenapa si, baru aja login setelah sekian lama, Tiba-tiba ada notif pembatasan karena melakukan pelanggaran aturan X, padahal belum melakukan apapun, sekarang jadi gk bisa melakukan apapun dan di batasi pada mode Read-only.",1
Bintang lima...dlm menghabiskan kouta dan baterai,5
Ngak bisa di bukak lemot,1
"ribet banget mau masuk, mentang mentang dah lama ga masuk sekali nya mau masuk banyak banget ini itu nya, mending uninstall aja lagih dari pada ribet banget,,, UNINSTALL APLIKASI SO KERAS",1
Mencoba dulu,2
Parah sih ni aplikasi,1
Bagus,5
apk pelit,1
Bagus,5
"refresh sendiri,akun ku di blokir tb tb",1
lumayan,2
top,5
"Semakin lelet, ngga bisa di refresh. Buka notif juga susah",1
Terlalu banyak iklan mengganggu,2
Tiba tiba kerefresh sndiri pas scroll tl,3
👍,5
Terrrrrhbaik,5
"LOGIN AJA SUSAH BGT TIBA"" AKUN GUE DI TANGGUHKAN BARU AJA LOGIN WOI SALAH APA COBA GJLS",1
Sangat informatif,5
apk nya bagus cuman sayang banget akunnya gampang ke retas,3
"Video bokep sering lolos, risih",1
good,5
Good,5
Impresive for ooen source every information,5
Mantap sip,5
Keep the good work,5
Baguss,5
The best,5
Top,5
Kenapa acouent terkunci😩😩,1
Kereenn Baguss,5
Mantep,5
Naise,5
Baik,5
Ribet susah loging,1
kok gampang keluar sendiri sih ?,1
Lumayan nambah ilmu pengetahuan,5
Payah....akunku gag bisa dibuka...pdhal sandi sudah bener...... Semenjak ganti nama.....melon....tambah parah....bobroknya,1
"Akun saya dibatasi koq sampai begitu ya, padahal sy hanya nonton aj & sy bukan kreator atau apalah, bintang sy turunin jadi 1 mengecewakan",1
Good,5
Good,5
Keren..👍👍,5
Top,5
Sangat bagus sekali aplikasinya,5
"Ga pernah posting apa apa tapi akunnya di tangguhkan,,masih bagus Twitter dulu ga banyak kebijakan yang ga jelas,,semenjak ganti nama jadi X malah semrawut ga jelas kebijakannya malah ribet kaya benang kusut",1
Ok,2
Ok,5
"Heran akun ditangguhkan mulu, akun kosongan gak pernah post cuma scroll² doang",1
Apaan tbtb keluar semua akun dan gabisa login ulang,1
Ada beberaa vidio yang tida wajar,1
Semoga bagus,2
"Bagus ,buat liat updatean idoll juga",5
"Lon, mending lu jual lg apk x .. makin kacau diurus sama lu lon.",1
Bagus,5
Bagus,5
bagus,5
akun logout sendiri terus,1
Baik,4
Ok,5
Sangat menarik perhatian,5
Bagus,5
👍👍👍👍👍,5
Sangat membantu,4
Good apps,5
Mantap,5
X ni lama² gk jls,1
Goog,4
Jadi lebih baik oke,5
akun saya yang dulu kok gak bisa ya? terus mau masuk gak bisa,1
Woi napa gak bisa login ke akun woi,1
Lumayan mnghibur saya,4
Mantap,5
I hate this app,1
Loading nya lama,1
indah,5
great,5
Aplikasi ga bermanfaat,1
"Saya kesulitan login di aplikasi, hanya berulangkali kembali ke menu login, tapi di browser bisa, apakah ada bug? Tolong bantuannya",1
Ribet masuknya,1
Baik sekali,5
app nya jelek,1
Bagus,5
nice,4
Susah untuk merubah kata sandi,1
Bagus,5
Tolong di perbaiki sinkronisasi datanya tidak bisa.,5
very good,5
Aplikasi nya bagus tak bikin kesel yg posting cukup lah buat menghibur dan ada banyak ragam nya kalo di cari apa yang mau di cari walau terkadang ada yg mau di cari yg muncul yang lain ya mungkin di batasi barang kali yah,4
Good,5
Gud,5
Bagus,5
Nice,5
Good,5
Good aps 👍👍,5
Menambah wawasan,5
"lemot banget tiap buka X , padahal sinyal bagus",1
"jelek,",1
Love it,5
Like,4
Best app,5
Keren,5
Mantap,5
Asik,5
Saya bisa nonton apa aja sesuka saya banyak flm seru lainnya,5
"I love Twitter, X",5
Good X,5
Lelet. Padahal jaringan bagus,1
"Sudah di verifikasi ,namun pihak X sudah kedaluarsa ,ini aplikasi model apa tolong jelaskan secara singkat padat jelas!!!!!!",1
"ga jelas banget, akun ku tiba-tiba di tangguhkan padahal ga pernah ngepost sesuatu yang fulgar gitu, mana udah minta pengajuan sama aja ga ada hasil nya, capek banget kalo ada keperluan jadi susah, buat akun lagi juga ga bisa tolong ini gimana?",2
Dikit dikit refresh dikit dikit refresh. Apalah x ni,1
"APK PALING GA JELAS, MAU GANTI NOMER/EMAIL HARUS NUNGGU 48 JAM MULU PADAHAL AKUN PRIBADI, ABIS GANTI PASSWORD PAS MASUKIN ULANG PASSWORD NYA MALAH SALAH PADAHAL PASSWORD NYA BENER",1
Saya ingon punya apk ini,5
👍,5
Lemot jadi ga seru,1
Kebanyakan iklan,1
Mantab,5
The posts I liked on my account instantly disappeared and I guess I can see them again,1
Sekarang tambah ribet setelah ganti jadi x..dulu enak banget,1
Masih mantulll benerrr ngak ada iklan2 ngak kayak sebelah...,5
Ini kenapa dari kemarin gak bisa play video dari x deh?,1
"Gajelas bgt GASUKA,banyak vidio gajelas,padahal wifi lancar tapi mau liat vidio lemot",1
Ok,5
Perogaram ya rusak gak bisa kirim kode ya,1
Mabtap,5
Ok,5
Memberikan manfaat & ilmu,4
okay x is the best,5
masalah jaringan benerin dulu lah masa harus banget internet bagus biar lancar,1
"Where did twitter disapper? 😰 and i means aplikasi new ""X"" oh same twitter......",2
kontennya di saring lagi,1
Aplikasi banyak link bokep,1
alaaah...kesalahan teknis terus...yang diposting ulang hilang semua...login susah..lemot sering mengulang,1
Mantap,5
Bagus,5
Baik,5
"apa cb, tiba² akun gw keluar sendiri. udh 3 kali kyk gini bjir",1
Bagus,5
Keterhubungan masih perlu agar bisa saling terhubung yg sekomunitas,4
"tolong di perbaiki ya soalnya aku asal buka twit sama ke pencarian selalu gabisa dan ada bacaan ""ada kesalahan teknis""",1
Bug,1
"makin aneh, gamau update sii, masi betah ama burung biru",4
Apk gajelas,1
"Makin gak jelas,, video kadang tak bisa di putar",1
Ada lag,4
Sekarang jd lemot dan kenapa akunnya ditangguhkan sampai lama sekali,1
Cukup baik untuk informasinya,5
🔥🔥🔥🔥🔥🔥🔥🔥,5
Mantp,4
Ada apa dengan aplikasi ini,5
Makin ruwet parah ndakjelas,1
Kacau,3
tidak bisa dibuka aneh,1
tolol,5
Good,5
Yang saya lihat aplikasi ini dari teman sangat oke untuk digunakan,4
Keren bosku,5
Ok,5
sering keluar sendiri pas buka apk twitteran,1
"Nonton video sekarang udh gak bisa, makin kesini makin gk jelas.aku un instal saja.",1
Lemotttt,2
"Buat yg mau nyari temen bisa langsung download aja, pokoknya multifungsi",5
Sangat menghibur,5
Ceh aplikasinya jelek. Gak suka. Dan gua juga nggak pernah pake karena jelek.,1
Ga jelass,1
Lebih twitter 100%,5
"Sangat tidak puas dengan aplikasi ini, ketika saya buka aplikasi mengapa tidak masuk selalu error' mohon di perbaiki supaya ke depan nya lebih bagus lagi aplikasi nya🙏🙏",1
"Semenjak JD x buat buka link g bs ,lemot kembalikan Twitter yg dulu plissss 😭",1
Sangat membantu pertemanan sedunia,5
SERING KE LOG OUT. SERING EROR. PAYAH. UNTUNG HP 1 LG BLM PERNAH UPDATE TWITTER,1
bad app,5
Saya tidak bisa login,1
Jadi banyak affiliate nya,1
Banyak bug. Daftar aja susah banget tiba tiba keluar. Mungkin developernya sibuk bikin roket mau kebulan hehe,1
Informasi akurat,5
"x knp sih, kok gbs login mulu, bug parah bgt hampir sebulan loh... gue mau lanjut baca AU tlg",1
